Date;Price
21/05/1998;2.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/05/1998;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/05/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/05/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/05/1998;204.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/05/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/06/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/06/1998;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/06/1998;212.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/06/1998;204.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/06/1998;20.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
08/06/1998;2
09/06/1998;20.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
10/06/1998;1.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/06/1998;19.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
12/06/1998;20.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
15/06/1998;20.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/06/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/06/1998;204.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
18/06/1998;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/06/1998;220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/06/1998;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/06/1998;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/06/1998;2.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/06/1998;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/06/1998;2.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/06/1998;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
30/06/1998;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/07/1998;245.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
02/07/1998;2.359.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/07/1998;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
07/07/1998;2.350.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/07/1998;2.390.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/07/1998;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
10/07/1998;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
13/07/1998;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
14/07/1998;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/07/1998;220.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/07/1998;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/07/1998;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
20/07/1998;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/07/1998;2.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
22/07/1998;2
23/07/1998;2
24/07/1998;19.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
27/07/1998;2
28/07/1998;19.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
29/07/1998;19.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
30/07/1998;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
31/07/1998;1.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/08/1998;18.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/08/1998;1.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/08/1998;19.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
06/08/1998;1.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/08/1998;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/08/1998;187.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/08/1998;187.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/08/1998;1.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/08/1998;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/08/1998;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/08/1998;19.299.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
18/08/1998;1.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
19/08/1998;195.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
20/08/1998;1.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
21/08/1998;19.299.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
24/08/1998;1.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/08/1998;18.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
26/08/1998;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
27/08/1998;17.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/08/1998;16.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
31/08/1998;16.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/09/1998;18.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/09/1998;17.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
03/09/1998;170.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/09/1998;170.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/09/1998;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/09/1998;17.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/09/1998;187.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/09/1998;18.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/09/1998;18.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/09/1998;1.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
16/09/1998;2.149.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/09/1998;212.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/09/1998;2.270.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/09/1998;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/09/1998;229.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/09/1998;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
24/09/1998;21.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
25/09/1998;237.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
28/09/1998;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
29/09/1998;2.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/09/1998;2.220.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/10/1998;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
02/10/1998;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/10/1998;2.089.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000
06/10/1998;20.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
07/10/1998;204.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
08/10/1998;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/10/1998;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/10/1998;1.75
13/10/1998;16.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
14/10/1998;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/10/1998;1.75
16/10/1998;16.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
19/10/1998;17.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
20/10/1998;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
21/10/1998;204.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/10/1998;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
23/10/1998;18.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/10/1998;19.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
27/10/1998;1.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
28/10/1998;16.999.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
29/10/1998;2
30/10/1998;2
02/11/1998;18.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/11/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/11/1998;2.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
05/11/1998;22.599.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
06/11/1998;2.25
09/11/1998;2.279.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
10/11/1998;229.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
11/11/1998;23.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/11/1998;220.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
13/11/1998;220.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
16/11/1998;2.189.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
17/11/1998;212.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/11/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/11/1998;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/11/1998;2.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
23/11/1998;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/11/1998;20.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/11/1998;212.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
30/11/1998;162.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
01/12/1998;14.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
02/12/1998;1.399.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
03/12/1998;120.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
04/12/1998;10.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/12/1998;1.439.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/12/1998;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/12/1998;16.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
10/12/1998;15.900.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/12/1998;15.500.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/12/1998;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/12/1998;18.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/12/1998;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
17/12/1998;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/12/1998;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/12/1998;204.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
22/12/1998;195.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
23/12/1998;187.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
24/12/1998;18.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
28/12/1998;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/12/1998;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/12/1998;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
31/12/1998;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
04/01/1999;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/01/1999;204.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
06/01/1999;204.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
07/01/1999;19.099.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
08/01/1999;1.899.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/01/1999;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/01/1999;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/01/1999;187.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/01/1999;1.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/01/1999;17.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/01/1999;1.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/01/1999;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/01/1999;1.850.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/01/1999;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/01/1999;17.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/01/1999;1.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/01/1999;1.75
28/01/1999;1.75
29/01/1999;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/02/1999;1.75
02/02/1999;17.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
03/02/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
04/02/1999;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
05/02/1999;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
08/02/1999;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/02/1999;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/02/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
11/02/1999;17.800.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/02/1999;18.200.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/02/1999;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
17/02/1999;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
18/02/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/02/1999;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
22/02/1999;1.770.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/02/1999;1.75
24/02/1999;1.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
25/02/1999;16.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
26/02/1999;162.999.999.999.999.000.000.000.000.000.000.000.000.000.000.000.000
01/03/1999;1.649.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
02/03/1999;16.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
03/03/1999;16.799.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
04/03/1999;17.199.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
05/03/1999;17.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
08/03/1999;187.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
09/03/1999;18.600.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
10/03/1999;1.939.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
11/03/1999;187.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/03/1999;1.810.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
15/03/1999;1.75
16/03/1999;1.75
17/03/1999;1.75
18/03/1999;1.75
19/03/1999;1.729.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
22/03/1999;17.399.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
23/03/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
24/03/1999;179.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
25/03/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
26/03/1999;18.300.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/03/1999;18.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/03/1999;18.899.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
31/03/1999;2.020.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
01/04/1999;19.499.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000.000
05/04/1999;2.029.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
06/04/1999;1.979.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
07/04/1999;2.029.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
08/04/1999;2.069.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
09/04/1999;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
12/04/1999;2.060.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
13/04/1999;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
14/04/1999;2.109.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
15/04/1999;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
16/04/1999;2.140.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
19/04/1999;2.100.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
20/04/1999;2.180.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
21/04/1999;21.699.999.999.999.900.000.000.000.000.000.000.000.000.000.000.000
22/04/1999;22.400.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
23/04/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
26/04/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
27/04/1999;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
28/04/1999;2.310.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
29/04/1999;237.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000.000
30/04/1999;2.25
03/05/1999;2.229.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
04/05/1999;2.319.999.999.999.990.000.000.000.000.000.000.000.000.000.000.000.000
